x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,STN_ID
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.2,4/2/2018 0:00,ON,2018,4,2,-0.3,,-6,,5.4,,0,,,M,,M,,,24,,33,,0,,18.3,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.3,4/3/2018 0:00,ON,2018,4,3,2.2,,-0.8,,5.1,,20.8,,,M,,M,,,9,,52,,0,,15.8,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.4,4/4/2018 0:00,ON,2018,4,4,0.3,,-4.7,,5.2,,3.4,,,M,,M,,,27,,95,,0,,17.7,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.5,4/5/2018 0:00,ON,2018,4,5,-3.2,,-7.4,,1,,0,,,M,,M,,,26,,46,,0,,21.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.6,4/6/2018 0:00,ON,2018,4,6,-1.3,,-5.5,,2.9,,2.7,,,M,,M,,,28,,69,,0,,19.3,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.7,4/7/2018 0:00,ON,2018,4,7,-4.1,,-7.2,,-1,,0,,,M,,M,,,29,,52,,0,,22.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.8,4/8/2018 0:00,ON,2018,4,8,-3.2,,-6.6,,0.3,,0,,,M,,M,,,29,,37,,0,,21.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.9,4/9/2018 0:00,ON,2018,4,9,-1.8,,-6.2,,2.7,,0,,,M,,M,,,0,,0,,0,,19.8,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.10,4/10/2018 0:00,ON,2018,4,10,-0.2,,-5.4,,5.1,,0,,,M,,M,,,24,,35,,0,,18.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.11,4/11/2018 0:00,ON,2018,4,11,0.7,,-3.4,,4.7,,1,,,M,,M,,,22,,43,,0,,17.3,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.12,4/12/2018 0:00,ON,2018,4,12,7.6,,-2.9,,18.1,,3.2,,,M,,M,,,26,,69,,0,,10.4,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.13,4/13/2018 0:00,ON,2018,4,13,4.9,,1.5,,8.3,,2.1,,,M,,M,,,11,,35,,0,,13.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.14,4/14/2018 0:00,ON,2018,4,14,-0.9,,-4.9,,3.2,,21.9,,,M,,M,,,6,,67,,0,,18.9,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.15,4/15/2018 0:00,ON,2018,4,15,-2.2,,-4.9,,0.5,,15,,,M,,M,,,7,,85,,0,,20.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.16,4/16/2018 0:00,ON,2018,4,16,0.6,,-1,,2.2,,11.1,,,M,,M,,,9,,57,,0,,17.4,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.17,4/17/2018 0:00,ON,2018,4,17,-1.3,,-2.8,,0.2,,0,,,M,,M,,,28,,61,,0,,19.3,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.18,4/18/2018 0:00,ON,2018,4,18,0.5,,-0.8,,1.8,,0,,,M,,M,,,27,,43,,0,,17.5,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.19,4/19/2018 0:00,ON,2018,4,19,-0.1,,-2,,1.9,,0,,,M,,M,,,31,,50,,0,,18.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.20,4/20/2018 0:00,ON,2018,4,20,0.8,,-4,,5.6,,0,,,M,,M,,,34,,41,,0,,17.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.21,4/21/2018 0:00,ON,2018,4,21,3.8,,-4,,11.5,,0,,,M,,M,,,33,,33,,0,,14.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.22,4/22/2018 0:00,ON,2018,4,22,6.2,,-3.7,,16.1,,0,,,M,,M,,,0,,0,,0,,11.8,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.23,4/23/2018 0:00,ON,2018,4,23,9.6,,-0.4,,19.6,,0,,,M,,M,,,12,,46,,0,,8.4,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.24,4/24/2018 0:00,ON,2018,4,24,10,,4.2,,15.7,,5.3,,,M,,M,,,16,,37,,0,,8,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.25,4/25/2018 0:00,ON,2018,4,25,6.8,,1.6,,11.9,,9.6,,,M,,M,,,31,,48,,0,,11.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.26,4/26/2018 0:00,ON,2018,4,26,7.6,,1,,14.1,,0,,,M,,M,,,31,,41,,0,,10.4,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.27,4/27/2018 0:00,ON,2018,4,27,8.3,,-1.3,,17.9,,0.8,,,M,,M,,,31,,50,,0,,9.7,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.28,4/28/2018 0:00,ON,2018,4,28,3.3,,-0.3,,6.8,,0,,,M,,M,,,33,,43,,0,,14.7,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.29,4/29/2018 0:00,ON,2018,4,29,4.8,,-0.8,,10.3,,0,,,M,,M,,,33,,48,,0,,13.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.4.30,4/30/2018 0:00,ON,2018,4,30,7.6,,-3,,18.2,,0,,,M,,M,,,30,,39,,0,,10.4,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.1,5/1/2018 0:00,ON,2018,5,1,15.3,,3.8,,26.7,,0,,,M,,M,,,22,,50,,0,,2.7,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.2,5/2/2018 0:00,ON,2018,5,2,20.8,,13.8,,27.7,,0,,,M,,M,,,21,,56,,2.8,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.3,5/3/2018 0:00,ON,2018,5,3,15.3,,10.9,,19.6,,3.4,,,M,,M,,,26,,43,,0,,2.7,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.4,5/4/2018 0:00,ON,2018,5,4,15.7,,6.9,,24.4,,20.1,,,M,,M,,,26,,122,,0,,2.3,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.5,5/5/2018 0:00,ON,2018,5,5,15.1,,7.1,,23,,0.2,,,M,,M,,,21,,56,,0,,2.9,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.6,5/6/2018 0:00,ON,2018,5,6,14.5,,8.8,,20.2,,5.5,,,M,,M,,,8,,32,,0,,3.5,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.7,5/7/2018 0:00,ON,2018,5,7,11.9,,5.8,,17.9,,0,,,M,,M,,,0,,0,,0,,6.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.8,5/8/2018 0:00,ON,2018,5,8,12.9,,2.6,,23.2,,0,,,M,,M,,,0,,0,,0,,5.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.9,5/9/2018 0:00,ON,2018,5,9,15.5,,4.5,,26.4,,0,,,M,,M,,,18,,46,,0,,2.5,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.10,5/10/2018 0:00,ON,2018,5,10,10.2,,2,,18.4,,4.7,,,M,,M,,,28,,56,,0,,7.8,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.11,5/11/2018 0:00,ON,2018,5,11,7,,1.9,,12.1,,0,,,M,,M,,,0,,0,,0,,11,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.12,5/12/2018 0:00,ON,2018,5,12,10.5,,4.3,,16.7,,0,,,M,,M,,,0,,0,,0,,7.5,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.13,5/13/2018 0:00,ON,2018,5,13,12.8,,4.8,,20.8,,0,,,M,,M,,,9,,32,,0,,5.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.14,5/14/2018 0:00,ON,2018,5,14,14.4,,5.9,,22.8,,0,,,M,,M,,,22,,44,,0,,3.6,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.15,5/15/2018 0:00,ON,2018,5,15,14.7,,8.5,,20.9,,10.1,,,M,,M,,,35,,46,,0,,3.3,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.16,5/16/2018 0:00,ON,2018,5,16,14.4,,4.6,,24.2,,0,,,M,,M,,,0,,0,,0,,3.6,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.17,5/17/2018 0:00,ON,2018,5,17,17.2,,9,,25.4,,0,,,M,,M,,,0,,0,,0,,0.8,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.18,5/18/2018 0:00,ON,2018,5,18,11.8,,7.6,,16,,0,,,M,,M,,,10,,54,,0,,6.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.19,5/19/2018 0:00,ON,2018,5,19,14.7,,8.4,,21,,14,,,M,,M,,,7,,41,,0,,3.3,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.20,5/20/2018 0:00,ON,2018,5,20,12.5,,6.4,,18.6,,0,,,M,,M,,,31,,35,,0,,5.5,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.21,5/21/2018 0:00,ON,2018,5,21,12.9,,3.4,,22.3,,1,,,M,,M,,,0,,0,,0,,5.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.22,5/22/2018 0:00,ON,2018,5,22,15.1,,11,,19.2,,4.5,,,M,,M,,,0,,0,,0,,2.9,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.23,5/23/2018 0:00,ON,2018,5,23,16.9,,9.5,,24.3,,0,,,M,,M,,,28,,37,,0,,1.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.24,5/24/2018 0:00,ON,2018,5,24,17.5,,7.6,,27.3,,0,,,M,,M,,,28,,35,,0,,0.5,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.25,5/25/2018 0:00,ON,2018,5,25,20.9,,12.9,,28.9,,0,,,M,,M,,,23,,46,,2.9,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.26,5/26/2018 0:00,ON,2018,5,26,21.6,,14.8,,28.4,,0,,,M,,M,,,20,,37,,3.6,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.27,5/27/2018 0:00,ON,2018,5,27,21.4,,13.2,,29.5,,0,,,M,,M,,,0,,0,,3.4,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.28,5/28/2018 0:00,ON,2018,5,28,22.3,,14,,30.6,,0,,,M,,M,,,34,,44,,4.3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.29,5/29/2018 0:00,ON,2018,5,29,21.1,,14.5,,27.6,,0,,,M,,M,,,9,,35,,3.1,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.30,5/30/2018 0:00,ON,2018,5,30,23.8,,16.6,,30.9,,0,,,M,,M,,,15,,46,,5.8,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.5.31,5/31/2018 0:00,ON,2018,5,31,24.6,,20.4,,28.8,,8.8,,,M,,M,,,20,,50,,6.6,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.1,6/1/2018 0:00,ON,2018,6,1,20.6,,13.9,,27.3,,0,,,M,,M,,,31,,35,,2.6,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.2,6/2/2018 0:00,ON,2018,6,2,17.1,,11.9,,22.3,,0,,,M,,M,,,0,,0,,0,,0.9,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.3,6/3/2018 0:00,ON,2018,6,3,16.8,,10.6,,22.9,,2,,,M,,M,,,9,,39,,0,,1.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.4,6/4/2018 0:00,ON,2018,6,4,13.4,,8.7,,18,,3,,,M,,M,,,29,,63,,0,,4.6,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.5,6/5/2018 0:00,ON,2018,6,5,10.9,,8.5,,13.2,,0.2,,,M,,M,,,33,,39,,0,,7.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.6,6/6/2018 0:00,ON,2018,6,6,11.8,,7.1,,16.5,,0,,,M,,M,,,0,,0,,0,,6.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.7,6/7/2018 0:00,ON,2018,6,7,16.9,,10.5,,23.2,,0,,,M,,M,,,22,,32,,0,,1.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.8,6/8/2018 0:00,ON,2018,6,8,17,,9,,25,,0,,,M,,M,,,0,,0,,0,,1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.9,6/9/2018 0:00,ON,2018,6,9,15.6,,9.3,,21.9,,0,,,M,,M,,,0,,0,,0,,2.4,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.10,6/10/2018 0:00,ON,2018,6,10,16.1,,9.4,,22.8,,0,,,M,,M,,,8,,46,,0,,1.9,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.11,6/11/2018 0:00,ON,2018,6,11,15.1,,6.8,,23.3,,0,,,M,,M,,,8,,44,,0,,2.9,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.12,6/12/2018 0:00,ON,2018,6,12,16.9,,5.8,,27.9,,0,,,M,,M,,,17,,37,,0,,1.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.13,6/13/2018 0:00,ON,2018,6,13,20.8,,12.9,,28.6,,3,,,M,,M,,,30,,76,,2.8,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.14,6/14/2018 0:00,ON,2018,6,14,17.1,,10.5,,23.7,,0,,,M,,M,,,32,,59,,0,,0.9,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.15,6/15/2018 0:00,ON,2018,6,15,17.4,,7.9,,26.8,,0,,,M,,M,,,0,,0,,0,,0.6,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.16,6/16/2018 0:00,ON,2018,6,16,19.4,,10.7,,28.1,,0,,,M,,M,,,0,,0,,1.4,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.17,6/17/2018 0:00,ON,2018,6,17,23.3,,12.7,,33.9,,0,,,M,,M,,,19,,35,,5.3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.18,6/18/2018 0:00,ON,2018,6,18,24.2,,16.9,,31.4,,4,,,M,,M,,,33,,63,,6.2,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.19,6/19/2018 0:00,ON,2018,6,19,19.9,,13.1,,26.6,,0,,,M,,M,,,36,,48,,1.9,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.20,6/20/2018 0:00,ON,2018,6,20,19.4,,13.2,,25.6,,0,,,M,,M,,,0,,0,,1.4,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.21,6/21/2018 0:00,ON,2018,6,21,16.8,,9,,24.6,,0,,,M,,M,,,8,,37,,0,,1.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.22,6/22/2018 0:00,ON,2018,6,22,15.7,,7.1,,24.2,,5.7,,,M,,M,,,7,,44,,0,,2.3,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.23,6/23/2018 0:00,ON,2018,6,23,17.9,,16.1,,19.6,,8.2,,,M,,M,,,0,,0,,0,,0.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.24,6/24/2018 0:00,ON,2018,6,24,16.8,,13.1,,20.5,,23.1,,,M,,M,,,0,,0,,0,,1.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.25,6/25/2018 0:00,ON,2018,6,25,16.3,,9.2,,23.3,,0,,,M,,M,,,0,,0,,0,,1.7,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.26,6/26/2018 0:00,ON,2018,6,26,15.4,,6,,24.7,,0,,,M,,M,,,10,,33,,0,,2.6,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.27,6/27/2018 0:00,ON,2018,6,27,18.9,,15.4,,22.3,,10.2,,,M,,M,,,0,,0,,0.9,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.28,6/28/2018 0:00,ON,2018,6,28,22.7,,17.6,,27.8,,,M,,M,,M,,,28,,33,,4.7,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.29,6/29/2018 0:00,ON,2018,6,29,23.2,,14.5,,31.8,,0,,,M,,M,,,21,,33,,5.2,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.6.30,6/30/2018 0:00,ON,2018,6,30,27.1,,20.5,,33.7,,0,,,M,,M,,,22,,39,,9.1,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.1,7/1/2018 0:00,ON,2018,7,1,26.6,,20.4,,32.8,,0,,,M,,M,,,20,,37,,8.6,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.2,7/2/2018 0:00,ON,2018,7,2,22.9,,14.5,,31.3,,0,,,M,,M,,,25,,41,,4.9,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.3,7/3/2018 0:00,ON,2018,7,3,21.7,,12.7,,30.7,,0,,,M,,M,,,7,,39,,3.7,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.4,7/4/2018 0:00,ON,2018,7,4,23.2,,13.8,,32.5,,0,,,M,,M,,,0,,0,,5.2,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.5,7/5/2018 0:00,ON,2018,7,5,25.5,,17.8,,33.1,,0.2,,,M,,M,,,21,,43,,7.5,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.6,7/6/2018 0:00,ON,2018,7,6,18.6,E,13.5,E,23.6,E,,M,,M,,M,,,0,,0,,0.6,E,0,E,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.7,7/7/2018 0:00,ON,2018,7,7,16.7,,7.2,,26.1,,0,,,M,,M,,,0,,0,,0,,1.3,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.8,7/8/2018 0:00,ON,2018,7,8,18.6,,8.1,,29.1,,0,,,M,,M,,,23,,32,,0.6,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.9,7/9/2018 0:00,ON,2018,7,9,20.1,,8.6,,31.5,,0,,,M,,M,,,25,,41,,2.1,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.10,7/10/2018 0:00,ON,2018,7,10,21.4,,14.3,,28.5,,0,,,M,,M,,,33,,37,,3.4,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.11,7/11/2018 0:00,ON,2018,7,11,18.5,,9.8,,27.2,,0,,,M,,M,,,0,,0,,0.5,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.12,7/12/2018 0:00,ON,2018,7,12,19.1,,9,,29.1,,0,,,M,,M,,,0,,0,,1.1,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.13,7/13/2018 0:00,ON,2018,7,13,22.9,,14.8,,31,,0,,,M,,M,,,20,,33,,4.9,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.14,7/14/2018 0:00,ON,2018,7,14,22.6,,17.1,,28.1,,0,,,M,,M,,,0,,0,,4.6,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.15,7/15/2018 0:00,ON,2018,7,15,24.2,,16.6,,31.8,,0.2,,,M,,M,,,0,,0,,6.2,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.16,7/16/2018 0:00,ON,2018,7,16,25.4,,17.2,,33.5,,27.1,,,M,,M,,,23,,69,,7.4,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.17,7/17/2018 0:00,ON,2018,7,17,19.7,,13.7,,25.7,,0,,,M,,M,,,34,,43,,1.7,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.18,7/18/2018 0:00,ON,2018,7,18,18.2,,11.1,,25.2,,0,,,M,,M,,,0,,0,,0.2,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.19,7/19/2018 0:00,ON,2018,7,19,17.9,,8.7,,27.1,,0,,,M,,M,,,28,,43,,0,,0.1,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.20,7/20/2018 0:00,ON,2018,7,20,21,,11.8,,30.1,,8,,,M,,M,,,13,,46,,3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.21,7/21/2018 0:00,ON,2018,7,21,22.1,,18.7,,25.5,,0,,,M,,M,,,10,,39,,4.1,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.22,7/22/2018 0:00,ON,2018,7,22,18.3,,14.7,,21.8,,11.2,,,M,,M,,,8,,35,,0.3,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.23,7/23/2018 0:00,ON,2018,7,23,23,,18.2,,27.7,,0,,,M,,M,,,23,,32,,5,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.24,7/24/2018 0:00,ON,2018,7,24,23.1,,17.4,,28.7,,18.9,,,M,,M,,,21,,41,,5.1,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.25,7/25/2018 0:00,ON,2018,7,25,20.8,,13.5,,28,,0.2,,,M,,M,,,29,,35,,2.8,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.26,7/26/2018 0:00,ON,2018,7,26,20.4,,12.3,,28.4,,0,,,M,,M,,,20,,43,,2.4,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.27,7/27/2018 0:00,ON,2018,7,27,18.8,,12.7,,24.8,,5.4,,,M,,M,,,29,,44,,0.8,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.28,7/28/2018 0:00,ON,2018,7,28,16,,10.4,,21.6,,0.6,,,M,,M,,,28,,43,,0,,2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.29,7/29/2018 0:00,ON,2018,7,29,17.8,,9.6,,25.9,,0.2,,,M,,M,,,20,,43,,0,,0.2,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.30,7/30/2018 0:00,ON,2018,7,30,18.9,,11.2,,26.5,,0,,,M,,M,,,4,,39,,0.9,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.7.31,7/31/2018 0:00,ON,2018,7,31,19.7,,13.7,,25.6,,0,,,M,,M,,,0,,0,,1.7,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.8.1,8/1/2018 0:00,ON,2018,8,1,22.2,,18.4,,25.9,,0.5,,,M,,M,,,18,,37,,4.2,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.8.2,8/2/2018 0:00,ON,2018,8,2,21.4,,15.5,,27.3,,0,,,M,,M,,,3,,39,,3.4,,0,,,,48569
-80.37861111,43.46083333,KITCHENER/WATERLOO,6144239,6144239.2018.8.3,8/3/2018 0:00,ON,2018,8,3,21.6,,14.2,,29,,0,,,M,,M,,,0,,0,,3.6,,0,,,,48569
